days_to_draft,weight
353,0.023294608927354393
354,0.023217950606498575
355,0.023141292285642757
356,0.023064633964786942
357,0.022987975643931124
358,0.022911317323075307
359,0.022834659002219492
360,0.022758000681363674
361,0.022681342360507856
362,0.022604684039652042
363,0.022528025718796224
364,0.022451367397940406
365,0.022374709077084592
366,0.022298050756228774
367,0.022221392435372956
368,0.02214473411451714
369,0.022068075793661324
370,0.021991417472805506
371,0.02191475915194969
372,0.021838100831093873
373,0.021761442510238056
374,0.02168478418938224
375,0.021608125868526423
376,0.021531467547670605
377,0.02145480922681479
378,0.021378150905958973
379,0.021301492585103155
380,0.02122483426424734
381,0.021148175943391523
382,0.021071517622535705
383,0.02099485930167989
384,0.020918200980824073
385,0.020841542659968255
386,0.02076488433911244
387,0.020688226018256622
388,0.020611567697400805
389,0.02053490937654499
390,0.020458251055689172
391,0.020381592734833354
392,0.02030493441397754
393,0.020228276093121722
394,0.020151617772265904
395,0.02007495945141009
396,0.019998301130554272
397,0.019921642809698454
398,0.01984498448884264
399,0.01976832616798682
400,0.019691667847131004
